# Traversio public API baseline
# Generated with: swift package dump-symbol-graph --minimum-access-level public --skip-synthesized-members
# Format: kind<TAB>path<TAB>precise-symbol-id<TAB>declaration
swift.property	SSHPseudoTerminalRequest.characterWidth	s:9Traversio24SSHPseudoTerminalRequestV14characterWidths6UInt32Vvp	let characterWidth: UInt32
swift.type.property	SSHPseudoTerminalRequest.default	s:9Traversio24SSHPseudoTerminalRequestV7defaultACvpZ	static let `default`: SSHPseudoTerminalRequest
swift.property	SSHPseudoTerminalRequest.encodedTerminalModes	s:9Traversio24SSHPseudoTerminalRequestV07encodedC5ModesSays5UInt8VGvp	let encodedTerminalModes: [UInt8]
swift.init	SSHPseudoTerminalRequest.init(terminalType:characterWidth:characterHeight:pixelWidth:pixelHeight:encodedTerminalModes:)	s:9Traversio24SSHPseudoTerminalRequestV12terminalType14characterWidth0G6Height05pixelH00jI007encodedC5ModesACSS_s6UInt32VA3KSays5UInt8VGtcfc	init(terminalType: String, characterWidth: UInt32, characterHeight: UInt32, pixelWidth: UInt32, pixelHeight: UInt32, encodedTerminalModes: [UInt8])
swift.property	SSHPseudoTerminalRequest.pixelHeight	s:9Traversio24SSHPseudoTerminalRequestV11pixelHeights6UInt32Vvp	let pixelHeight: UInt32
swift.property	SSHPseudoTerminalRequest.pixelWidth	s:9Traversio24SSHPseudoTerminalRequestV10pixelWidths6UInt32Vvp	let pixelWidth: UInt32
swift.property	SSHPseudoTerminalRequest.terminalType	s:9Traversio24SSHPseudoTerminalRequestV12terminalTypeSSvp	let terminalType: String
swift.struct	SSHPublicKeyAuthenticationSigningRequest	s:9Traversio40SSHPublicKeyAuthenticationSigningRequestV	struct SSHPublicKeyAuthenticationSigningRequest
swift.property	SSHPublicKeyAuthenticationSigningRequest.algorithmName	s:9Traversio40SSHPublicKeyAuthenticationSigningRequestV13algorithmNameSSvp	let algorithmName: String
swift.init	SSHPublicKeyAuthenticationSigningRequest.init(username:serviceName:algorithmName:publicKey:signatureData:)	s:9Traversio40SSHPublicKeyAuthenticationSigningRequestV8username11serviceName09algorithmI006publicC013signatureDataACSS_S2SSays5UInt8VGAKtcfc	init(username: String, serviceName: String, algorithmName: String, publicKey: [UInt8], signatureData: [UInt8])
swift.method	SSHPublicKeyAuthenticationSigningRequest.makeSignatureBlob(rawSignature:)	s:9Traversio40SSHPublicKeyAuthenticationSigningRequestV17makeSignatureBlob03rawH0Says5UInt8VGAH_tF	func makeSignatureBlob(rawSignature: [UInt8]) -> [UInt8]
swift.property	SSHPublicKeyAuthenticationSigningRequest.publicKey	s:9Traversio40SSHPublicKeyAuthenticationSigningRequestV06publicC0Says5UInt8VGvp	let publicKey: [UInt8]
swift.property	SSHPublicKeyAuthenticationSigningRequest.serviceName	s:9Traversio40SSHPublicKeyAuthenticationSigningRequestV11serviceNameSSvp	let serviceName: String
swift.property	SSHPublicKeyAuthenticationSigningRequest.signatureData	s:9Traversio40SSHPublicKeyAuthenticationSigningRequestV13signatureDataSays5UInt8VGvp	let signatureData: [UInt8]
swift.property	SSHPublicKeyAuthenticationSigningRequest.username	s:9Traversio40SSHPublicKeyAuthenticationSigningRequestV8usernameSSvp	let username: String
swift.struct	SSHRemoteDebugMessage	s:9Traversio21SSHRemoteDebugMessageV	struct SSHRemoteDebugMessage
swift.property	SSHRemoteDebugMessage.alwaysDisplay	s:9Traversio21SSHRemoteDebugMessageV13alwaysDisplaySbvp	let alwaysDisplay: Bool
swift.property	SSHRemoteDebugMessage.languageTag	s:9Traversio21SSHRemoteDebugMessageV11languageTagSSvp	let languageTag: String
swift.property	SSHRemoteDebugMessage.message	s:9Traversio21SSHRemoteDebugMessageV7messageSSvp	let message: String
swift.struct	SSHRemoteDisconnect	s:9Traversio19SSHRemoteDisconnectV	struct SSHRemoteDisconnect
swift.property	SSHRemoteDisconnect.description	s:9Traversio19SSHRemoteDisconnectV11descriptionSSvp	let description: String
swift.property	SSHRemoteDisconnect.languageTag	s:9Traversio19SSHRemoteDisconnectV11languageTagSSvp	let languageTag: String
swift.property	SSHRemoteDisconnect.reasonCode	s:9Traversio19SSHRemoteDisconnectV10reasonCodes6UInt32Vvp	let reasonCode: UInt32
swift.struct	SSHRemotePortForward	s:9Traversio20SSHRemotePortForwardV	struct SSHRemotePortForward
swift.property	SSHRemotePortForward.localHost	s:9Traversio20SSHRemotePortForwardV9localHostSSvp	let localHost: String
swift.property	SSHRemotePortForward.localPort	s:9Traversio20SSHRemotePortForwardV05localC0s6UInt16Vvp	let localPort: UInt16
swift.property	SSHRemotePortForward.remoteHost	s:9Traversio20SSHRemotePortForwardV10remoteHostSSvp	let remoteHost: String
swift.property	SSHRemotePortForward.remotePort	s:9Traversio20SSHRemotePortForwardV06remoteC0s6UInt16Vvp	let remotePort: UInt16
swift.struct	SSHRemotePortForwardListener	s:9Traversio28SSHRemotePortForwardListenerV	struct SSHRemotePortForwardListener
swift.method	SSHRemotePortForwardListener.accept()	s:9Traversio28SSHRemotePortForwardListenerV6acceptAA24SSHForwardedTCPIPChannelVyYaKF	func accept() async throws -> SSHForwardedTCPIPChannel
swift.property	SSHRemotePortForwardListener.remoteHost	s:9Traversio28SSHRemotePortForwardListenerV10remoteHostSSvp	let remoteHost: String
swift.property	SSHRemotePortForwardListener.remotePort	s:9Traversio28SSHRemotePortForwardListenerV06remoteC0s6UInt16Vvp	let remotePort: UInt16
swift.struct	SSHRemoteStreamLocalForwardListener	s:9Traversio35SSHRemoteStreamLocalForwardListenerV	struct SSHRemoteStreamLocalForwardListener
swift.method	SSHRemoteStreamLocalForwardListener.accept()	s:9Traversio35SSHRemoteStreamLocalForwardListenerV6acceptAA012SSHForwardedcD7ChannelVyYaKF	func accept() async throws -> SSHForwardedStreamLocalChannel
swift.property	SSHRemoteStreamLocalForwardListener.socketPath	s:9Traversio35SSHRemoteStreamLocalForwardListenerV10socketPathSSvp	let socketPath: String
swift.struct	SSHSCPReceivedFile	s:9Traversio18SSHSCPReceivedFileV	struct SSHSCPReceivedFile
swift.property	SSHSCPReceivedFile.byteCount	s:9Traversio18SSHSCPReceivedFileV9byteCounts6UInt64Vvp	let byteCount: UInt64
swift.property	SSHSCPReceivedFile.contents	s:9Traversio18SSHSCPReceivedFileV8contentsSays5UInt8VGvp	let contents: [UInt8]
swift.property	SSHSCPReceivedFile.exitStatus	s:9Traversio18SSHSCPReceivedFileV10exitStatuss6UInt32VSgvp	let exitStatus: UInt32?
swift.property	SSHSCPReceivedFile.fileName	s:9Traversio18SSHSCPReceivedFileV8fileNameSSvp	let fileName: String
swift.init	SSHSCPReceivedFile.init(remotePath:fileName:permissions:byteCount:contents:exitStatus:)	s:9Traversio18SSHSCPReceivedFileV10remotePath8fileName11permissions9byteCount8contents10exitStatusACSS_SSs6UInt16Vs6UInt64VSays5UInt8VGs6UInt32VSgtcfc	init(remotePath: String, fileName: String, permissions: UInt16, byteCount: UInt64, contents: [UInt8], exitStatus: UInt32?)
swift.property	SSHSCPReceivedFile.permissions	s:9Traversio18SSHSCPReceivedFileV11permissionss6UInt16Vvp	let permissions: UInt16
swift.property	SSHSCPReceivedFile.remotePath	s:9Traversio18SSHSCPReceivedFileV10remotePathSSvp	let remotePath: String
swift.enum	SSHSCPTransferDefaults	s:9Traversio22SSHSCPTransferDefaultsO	enum SSHSCPTransferDefaults
swift.type.property	SSHSCPTransferDefaults.maximumBufferedFileByteCount	s:9Traversio22SSHSCPTransferDefaultsO28maximumBufferedFileByteCountSivpZ	static let maximumBufferedFileByteCount: Int
swift.enum	SSHSCPTransferError	s:9Traversio19SSHSCPTransferErrorO	enum SSHSCPTransferError
swift.enum.case	SSHSCPTransferError.byteCountOverflow(_:)	s:9Traversio19SSHSCPTransferErrorO17byteCountOverflowyACs6UInt64VcACmF	case byteCountOverflow(UInt64)
swift.enum.case	SSHSCPTransferError.fileTooLarge(byteCount:maximumByteCount:)	s:9Traversio19SSHSCPTransferErrorO12fileTooLargeyACs6UInt64V_SitcACmF	case fileTooLarge(byteCount: UInt64, maximumByteCount: Int)
swift.enum.case	SSHSCPTransferError.invalidFileName(_:)	s:9Traversio19SSHSCPTransferErrorO15invalidFileNameyACSScACmF	case invalidFileName(String)
swift.enum.case	SSHSCPTransferError.invalidMaximumFileSize(_:)	s:9Traversio19SSHSCPTransferErrorO22invalidMaximumFileSizeyACSicACmF	case invalidMaximumFileSize(Int)
swift.enum.case	SSHSCPTransferError.invalidPermissions(_:)	s:9Traversio19SSHSCPTransferErrorO18invalidPermissionsyACs6UInt16VcACmF	case invalidPermissions(UInt16)
swift.enum.case	SSHSCPTransferError.invalidRemotePath(_:)	s:9Traversio19SSHSCPTransferErrorO17invalidRemotePathyACSScACmF	case invalidRemotePath(String)
swift.enum.case	SSHSCPTransferError.malformedControlMessage(_:)	s:9Traversio19SSHSCPTransferErrorO23malformedControlMessageyACSScACmF	case malformedControlMessage(String)
swift.enum.case	SSHSCPTransferError.prematureEndOfStream(expectedByteCount:receivedByteCount:)	s:9Traversio19SSHSCPTransferErrorO20prematureEndOfStreamyACSi_SitcACmF	case prematureEndOfStream(expectedByteCount: Int, receivedByteCount: Int)
swift.enum.case	SSHSCPTransferError.remoteError(message:fatal:)	s:9Traversio19SSHSCPTransferErrorO06remoteC0yACSS_SbtcACmF	case remoteError(message: String, fatal: Bool)
swift.enum.case	SSHSCPTransferError.remoteExitStatus(_:standardError:)	s:9Traversio19SSHSCPTransferErrorO16remoteExitStatusyACs6UInt32V_Says5UInt8VGtcACmF	case remoteExitStatus(UInt32, standardError: [UInt8])
swift.enum.case	SSHSCPTransferError.unexpectedControlMessage(_:)	s:9Traversio19SSHSCPTransferErrorO24unexpectedControlMessageyACSScACmF	case unexpectedControlMessage(String)
swift.enum.case	SSHSCPTransferError.unsupportedDirectoryRecord(_:)	s:9Traversio19SSHSCPTransferErrorO26unsupportedDirectoryRecordyACSScACmF	case unsupportedDirectoryRecord(String)
swift.struct	SSHSCPTransferResult	s:9Traversio20SSHSCPTransferResultV	struct SSHSCPTransferResult
swift.property	SSHSCPTransferResult.byteCount	s:9Traversio20SSHSCPTransferResultV9byteCounts6UInt64Vvp	let byteCount: UInt64
swift.property	SSHSCPTransferResult.exitStatus	s:9Traversio20SSHSCPTransferResultV10exitStatuss6UInt32VSgvp	let exitStatus: UInt32?
swift.property	SSHSCPTransferResult.fileName	s:9Traversio20SSHSCPTransferResultV8fileNameSSvp	let fileName: String
swift.init	SSHSCPTransferResult.init(remotePath:fileName:byteCount:exitStatus:)	s:9Traversio20SSHSCPTransferResultV10remotePath8fileName9byteCount10exitStatusACSS_SSs6UInt64Vs6UInt32VSgtcfc	init(remotePath: String, fileName: String, byteCount: UInt64, exitStatus: UInt32?)
swift.property	SSHSCPTransferResult.remotePath	s:9Traversio20SSHSCPTransferResultV10remotePathSSvp	let remotePath: String
swift.enum	SSHSFTPDirectoryTransferError	s:9Traversio29SSHSFTPDirectoryTransferErrorO	enum SSHSFTPDirectoryTransferError
swift.enum.case	SSHSFTPDirectoryTransferError.localURLMustReferenceDirectory(_:)	s:9Traversio29SSHSFTPDirectoryTransferErrorO30localURLMustReferenceDirectoryyAC10Foundation3URLVcACmF	case localURLMustReferenceDirectory(URL)
swift.enum.case	SSHSFTPDirectoryTransferError.localURLReferencesFile(_:)	s:9Traversio29SSHSFTPDirectoryTransferErrorO22localURLReferencesFileyAC10Foundation3URLVcACmF	case localURLReferencesFile(URL)
swift.enum.case	SSHSFTPDirectoryTransferError.remotePathIsNotDirectory(_:)	s:9Traversio29SSHSFTPDirectoryTransferErrorO24remotePathIsNotDirectoryyACSScACmF	case remotePathIsNotDirectory(String)
swift.struct	SSHSFTPDirectoryTransferSummary	s:9Traversio31SSHSFTPDirectoryTransferSummaryV	struct SSHSFTPDirectoryTransferSummary
swift.property	SSHSFTPDirectoryTransferSummary.bytesTransferred	s:9Traversio31SSHSFTPDirectoryTransferSummaryV16bytesTransferreds6UInt64Vvp	let bytesTransferred: UInt64
swift.property	SSHSFTPDirectoryTransferSummary.directoriesTraversed	s:9Traversio31SSHSFTPDirectoryTransferSummaryV20directoriesTraversedSivp	let directoriesTraversed: Int
swift.property	SSHSFTPDirectoryTransferSummary.filesTransferred	s:9Traversio31SSHSFTPDirectoryTransferSummaryV16filesTransferredSivp	let filesTransferred: Int
swift.init	SSHSFTPDirectoryTransferSummary.init(bytesTransferred:filesTransferred:directoriesTraversed:skippedEntries:)	s:9Traversio31SSHSFTPDirectoryTransferSummaryV16bytesTransferred05filesF020directoriesTraversed14skippedEntriesACs6UInt64V_S3itcfc	init(bytesTransferred: UInt64, filesTransferred: Int, directoriesTraversed: Int, skippedEntries: Int)
swift.property	SSHSFTPDirectoryTransferSummary.skippedEntries	s:9Traversio31SSHSFTPDirectoryTransferSummaryV14skippedEntriesSivp	let skippedEntries: Int
swift.struct	SSHSFTPExtension	s:9Traversio16SSHSFTPExtensionV	struct SSHSFTPExtension
swift.property	SSHSFTPExtension.data	s:9Traversio16SSHSFTPExtensionV4dataSays5UInt8VGvp	let data: [UInt8]
swift.init	SSHSFTPExtension.init(name:data:)	s:9Traversio16SSHSFTPExtensionV4name4dataACSS_Says5UInt8VGtcfc	init(name: String, data: [UInt8])
swift.property	SSHSFTPExtension.name	s:9Traversio16SSHSFTPExtensionV4nameSSvp	let name: String
swift.struct	SSHSFTPFileAttributes	s:9Traversio21SSHSFTPFileAttributesV	struct SSHSFTPFileAttributes
swift.type.property	SSHSFTPFileAttributes.accessAndModificationTimeFlag	s:9Traversio21SSHSFTPFileAttributesV29accessAndModificationTimeFlags6UInt32VvpZ	static let accessAndModificationTimeFlag: UInt32
swift.property	SSHSFTPFileAttributes.accessTime	s:9Traversio21SSHSFTPFileAttributesV10accessTimes6UInt32VSgvp	let accessTime: UInt32?
swift.type.property	SSHSFTPFileAttributes.empty	s:9Traversio21SSHSFTPFileAttributesV5emptyACvpZ	static let empty: SSHSFTPFileAttributes
swift.type.property	SSHSFTPFileAttributes.extendedFlag	s:9Traversio21SSHSFTPFileAttributesV12extendedFlags6UInt32VvpZ	static let extendedFlag: UInt32
swift.property	SSHSFTPFileAttributes.extensions	s:9Traversio21SSHSFTPFileAttributesV10extensionsSayAA16SSHSFTPExtensionVGvp	let extensions: [SSHSFTPExtension]
swift.property	SSHSFTPFileAttributes.flags	s:9Traversio21SSHSFTPFileAttributesV5flagss6UInt32Vvp	let flags: UInt32
swift.property	SSHSFTPFileAttributes.groupID	s:9Traversio21SSHSFTPFileAttributesV7groupIDs6UInt32VSgvp	let groupID: UInt32?
swift.init	SSHSFTPFileAttributes.init(flags:size:userID:groupID:permissions:accessTime:modificationTime:extensions:)	s:9Traversio21SSHSFTPFileAttributesV5flags4size6userID05groupG011permissions10accessTime012modificationK010extensionsACs6UInt32V_s6UInt64VSgAMSgA4QSayAA16SSHSFTPExtensionVGtcfc	init(flags: UInt32, size: UInt64?, userID: UInt32?, groupID: UInt32?, permissions: UInt32?, accessTime: UInt32?, modificationTime: UInt32?, extensions: [SSHSFTPExtension])
swift.property	SSHSFTPFileAttributes.modificationTime	s:9Traversio21SSHSFTPFileAttributesV16modificationTimes6UInt32VSgvp	let modificationTime: UInt32?
swift.property	SSHSFTPFileAttributes.permissions	s:9Traversio21SSHSFTPFileAttributesV11permissionss6UInt32VSgvp	let permissions: UInt32?
swift.type.property	SSHSFTPFileAttributes.permissionsFlag	s:9Traversio21SSHSFTPFileAttributesV15permissionsFlags6UInt32VvpZ	static let permissionsFlag: UInt32
swift.property	SSHSFTPFileAttributes.size	s:9Traversio21SSHSFTPFileAttributesV4sizes6UInt64VSgvp	let size: UInt64?
swift.type.property	SSHSFTPFileAttributes.sizeFlag	s:9Traversio21SSHSFTPFileAttributesV8sizeFlags6UInt32VvpZ	static let sizeFlag: UInt32
swift.property	SSHSFTPFileAttributes.userID	s:9Traversio21SSHSFTPFileAttributesV6userIDs6UInt32VSgvp	let userID: UInt32?
swift.type.property	SSHSFTPFileAttributes.userIDAndGroupIDFlag	s:9Traversio21SSHSFTPFileAttributesV20userIDAndGroupIDFlags6UInt32VvpZ	static let userIDAndGroupIDFlag: UInt32
swift.struct	SSHSFTPFileChunk	s:9Traversio16SSHSFTPFileChunkV	struct SSHSFTPFileChunk
swift.property	SSHSFTPFileChunk.bytes	s:9Traversio16SSHSFTPFileChunkV5bytesSays5UInt8VGvp	let bytes: [UInt8]
swift.property	SSHSFTPFileChunk.count	s:9Traversio16SSHSFTPFileChunkV5countSivp	var count: Int { get }
swift.property	SSHSFTPFileChunk.endOffset	s:9Traversio16SSHSFTPFileChunkV9endOffsets6UInt64Vvp	var endOffset: UInt64 { get }
swift.init	SSHSFTPFileChunk.init(offset:bytes:)	s:9Traversio16SSHSFTPFileChunkV6offset5bytesACs6UInt64V_Says5UInt8VGtcfc	init(offset: UInt64, bytes: [UInt8])
swift.property	SSHSFTPFileChunk.offset	s:9Traversio16SSHSFTPFileChunkV6offsets6UInt64Vvp	let offset: UInt64
swift.struct	SSHSFTPFileChunkSequence	s:9Traversio24SSHSFTPFileChunkSequenceV	struct SSHSFTPFileChunkSequence
swift.struct	SSHSFTPFileChunkSequence.AsyncIterator	s:9Traversio24SSHSFTPFileChunkSequenceV13AsyncIteratorV	struct AsyncIterator
swift.method	SSHSFTPFileChunkSequence.AsyncIterator.next()	s:9Traversio24SSHSFTPFileChunkSequenceV13AsyncIteratorV4nextAA0bC0VSgyYaKF	mutating func next() async throws -> SSHSFTPFileChunk?
swift.typealias	SSHSFTPFileChunkSequence.Element	s:9Traversio24SSHSFTPFileChunkSequenceV7Elementa	typealias Element = SSHSFTPFileChunk
swift.method	SSHSFTPFileChunkSequence.makeAsyncIterator()	s:9Traversio24SSHSFTPFileChunkSequenceV17makeAsyncIteratorAC0fG0VyF	func makeAsyncIterator() -> SSHSFTPFileChunkSequence.AsyncIterator
swift.enum	SSHSFTPFileHandleError	s:9Traversio22SSHSFTPFileHandleErrorO	enum SSHSFTPFileHandleError
swift.enum.case	SSHSFTPFileHandleError.cursorOffsetOverflow(current:byteCount:)	s:9Traversio22SSHSFTPFileHandleErrorO20cursorOffsetOverflowyACs6UInt64V_AFtcACmF	case cursorOffsetOverflow(current: UInt64, byteCount: UInt64)
swift.struct	SSHSFTPFileSystemAttributes	s:9Traversio27SSHSFTPFileSystemAttributesV	struct SSHSFTPFileSystemAttributes
swift.property	SSHSFTPFileSystemAttributes.availableBlocks	s:9Traversio27SSHSFTPFileSystemAttributesV15availableBlockss6UInt64Vvp	let availableBlocks: UInt64
swift.property	SSHSFTPFileSystemAttributes.availableFileNodes	s:9Traversio27SSHSFTPFileSystemAttributesV18availableFileNodess6UInt64Vvp	let availableFileNodes: UInt64
swift.property	SSHSFTPFileSystemAttributes.blockSize	s:9Traversio27SSHSFTPFileSystemAttributesV9blockSizes6UInt64Vvp	let blockSize: UInt64
swift.property	SSHSFTPFileSystemAttributes.fileSystemID	s:9Traversio27SSHSFTPFileSystemAttributesV04fileC2IDs6UInt64Vvp	let fileSystemID: UInt64
swift.property	SSHSFTPFileSystemAttributes.flags	s:9Traversio27SSHSFTPFileSystemAttributesV5flagsAA0bC5FlagsVvp	let flags: SSHSFTPFileSystemFlags
swift.property	SSHSFTPFileSystemAttributes.freeBlocks	s:9Traversio27SSHSFTPFileSystemAttributesV10freeBlockss6UInt64Vvp	let freeBlocks: UInt64
swift.property	SSHSFTPFileSystemAttributes.freeFileNodes	s:9Traversio27SSHSFTPFileSystemAttributesV13freeFileNodess6UInt64Vvp	let freeFileNodes: UInt64
swift.property	SSHSFTPFileSystemAttributes.fundamentalBlockSize	s:9Traversio27SSHSFTPFileSystemAttributesV20fundamentalBlockSizes6UInt64Vvp	let fundamentalBlockSize: UInt64
swift.init	SSHSFTPFileSystemAttributes.init(blockSize:fundamentalBlockSize:totalBlocks:freeBlocks:availableBlocks:totalFileNodes:freeFileNodes:availableFileNodes:fileSystemID:flags:maximumFilenameLength:)	s:9Traversio27SSHSFTPFileSystemAttributesV9blockSize016fundamentalBlockF011totalBlocks04freeJ009availableJ00I9FileNodes0kmN00lmN004fileC2ID5flags21maximumFilenameLengthACs6UInt64V_A8pA0bC5FlagsVAPtcfc	init(blockSize: UInt64, fundamentalBlockSize: UInt64, totalBlocks: UInt64, freeBlocks: UInt64, availableBlocks: UInt64, totalFileNodes: UInt64, freeFileNodes: UInt64, availableFileNodes: UInt64, fileSystemID: UInt64, flags: SSHSFTPFileSystemFlags, maximumFilenameLength: UInt64)
swift.property	SSHSFTPFileSystemAttributes.maximumFilenameLength	s:9Traversio27SSHSFTPFileSystemAttributesV21maximumFilenameLengths6UInt64Vvp	let maximumFilenameLength: UInt64
swift.property	SSHSFTPFileSystemAttributes.totalBlocks	s:9Traversio27SSHSFTPFileSystemAttributesV11totalBlockss6UInt64Vvp	let totalBlocks: UInt64
swift.property	SSHSFTPFileSystemAttributes.totalFileNodes	s:9Traversio27SSHSFTPFileSystemAttributesV14totalFileNodess6UInt64Vvp	let totalFileNodes: UInt64
swift.struct	SSHSFTPFileSystemFlags	s:9Traversio22SSHSFTPFileSystemFlagsV	struct SSHSFTPFileSystemFlags
swift.init	SSHSFTPFileSystemFlags.init(rawValue:)	s:9Traversio22SSHSFTPFileSystemFlagsV8rawValueACs6UInt64V_tcfc	init(rawValue: UInt64)
swift.type.property	SSHSFTPFileSystemFlags.noSetUserID	s:9Traversio22SSHSFTPFileSystemFlagsV11noSetUserIDACvpZ	static let noSetUserID: SSHSFTPFileSystemFlags
swift.property	SSHSFTPFileSystemFlags.rawValue	s:9Traversio22SSHSFTPFileSystemFlagsV8rawValues6UInt64Vvp	let rawValue: UInt64
swift.type.property	SSHSFTPFileSystemFlags.readOnly	s:9Traversio22SSHSFTPFileSystemFlagsV8readOnlyACvpZ	static let readOnly: SSHSFTPFileSystemFlags
swift.enum	SSHSFTPLocalFileTransferError	s:9Traversio29SSHSFTPLocalFileTransferErrorO	enum SSHSFTPLocalFileTransferError
swift.enum.case	SSHSFTPLocalFileTransferError.localURLMustReferenceFile(_:)	s:9Traversio29SSHSFTPLocalFileTransferErrorO021localURLMustReferenceC0yAC10Foundation3URLVcACmF	case localURLMustReferenceFile(URL)
swift.enum.case	SSHSFTPLocalFileTransferError.localURLReferencesDirectory(_:)	s:9Traversio29SSHSFTPLocalFileTransferErrorO27localURLReferencesDirectoryyAC10Foundation3URLVcACmF	case localURLReferencesDirectory(URL)
swift.struct	SSHSFTPNameEntry	s:9Traversio16SSHSFTPNameEntryV	struct SSHSFTPNameEntry
swift.property	SSHSFTPNameEntry.attributes	s:9Traversio16SSHSFTPNameEntryV10attributesAA21SSHSFTPFileAttributesVvp	let attributes: SSHSFTPFileAttributes
swift.property	SSHSFTPNameEntry.filename	s:9Traversio16SSHSFTPNameEntryV8filenameSSvp	let filename: String
swift.init	SSHSFTPNameEntry.init(filename:longName:attributes:)	s:9Traversio16SSHSFTPNameEntryV8filename8longName10attributesACSS_SSAA21SSHSFTPFileAttributesVtcfc	init(filename: String, longName: String, attributes: SSHSFTPFileAttributes)
swift.property	SSHSFTPNameEntry.longName	s:9Traversio16SSHSFTPNameEntryV8longNameSSvp	let longName: String
swift.struct	SSHSFTPOpenFileFlags	s:9Traversio20SSHSFTPOpenFileFlagsV	struct SSHSFTPOpenFileFlags
swift.type.property	SSHSFTPOpenFileFlags.append	s:9Traversio20SSHSFTPOpenFileFlagsV6appendACvpZ	static let append: SSHSFTPOpenFileFlags
swift.type.property	SSHSFTPOpenFileFlags.create	s:9Traversio20SSHSFTPOpenFileFlagsV6createACvpZ	static let create: SSHSFTPOpenFileFlags
swift.type.property	SSHSFTPOpenFileFlags.exclusive	s:9Traversio20SSHSFTPOpenFileFlagsV9exclusiveACvpZ	static let exclusive: SSHSFTPOpenFileFlags
swift.init	SSHSFTPOpenFileFlags.init(rawValue:)	s:9Traversio20SSHSFTPOpenFileFlagsV8rawValueACs6UInt32V_tcfc	init(rawValue: UInt32)
swift.property	SSHSFTPOpenFileFlags.rawValue	s:9Traversio20SSHSFTPOpenFileFlagsV8rawValues6UInt32Vvp	let rawValue: UInt32
swift.type.property	SSHSFTPOpenFileFlags.read	s:9Traversio20SSHSFTPOpenFileFlagsV4readACvpZ	static let read: SSHSFTPOpenFileFlags
swift.type.property	SSHSFTPOpenFileFlags.truncate	s:9Traversio20SSHSFTPOpenFileFlagsV8truncateACvpZ	static let truncate: SSHSFTPOpenFileFlags
swift.type.property	SSHSFTPOpenFileFlags.write	s:9Traversio20SSHSFTPOpenFileFlagsV5writeACvpZ	static let write: SSHSFTPOpenFileFlags
swift.enum	SSHSFTPRemoteTransferError	s:9Traversio26SSHSFTPRemoteTransferErrorO	enum SSHSFTPRemoteTransferError
swift.enum.case	SSHSFTPRemoteTransferError.sourcePathIsNotDirectory(_:)	s:9Traversio26SSHSFTPRemoteTransferErrorO24sourcePathIsNotDirectoryyACSScACmF	case sourcePathIsNotDirectory(String)
swift.struct	SSHSFTPResumeDownloadResult	s:9Traversio27SSHSFTPResumeDownloadResultV	struct SSHSFTPResumeDownloadResult
swift.property	SSHSFTPResumeDownloadResult.bytesDownloaded	s:9Traversio27SSHSFTPResumeDownloadResultV15bytesDownloadeds6UInt64Vvp	let bytesDownloaded: UInt64
swift.property	SSHSFTPResumeDownloadResult.data	s:9Traversio27SSHSFTPResumeDownloadResultV4dataSays5UInt8VGvp	let data: [UInt8]
swift.property	SSHSFTPResumeDownloadResult.didResume	s:9Traversio27SSHSFTPResumeDownloadResultV9didResumeSbvp	var didResume: Bool { get }
swift.property	SSHSFTPResumeDownloadResult.finalOffset	s:9Traversio27SSHSFTPResumeDownloadResultV11finalOffsets6UInt64Vvp	var finalOffset: UInt64 { get }
swift.init	SSHSFTPResumeDownloadResult.init(path:startingOffset:bytesDownloaded:totalBytes:data:)	s:9Traversio27SSHSFTPResumeDownloadResultV4path14startingOffset15bytesDownloaded10totalBytes4dataACSS_s6UInt64VA2JSays5UInt8VGtcfc	init(path: String, startingOffset: UInt64, bytesDownloaded: UInt64, totalBytes: UInt64, data: [UInt8])
swift.property	SSHSFTPResumeDownloadResult.path	s:9Traversio27SSHSFTPResumeDownloadResultV4pathSSvp	let path: String
swift.property	SSHSFTPResumeDownloadResult.startingOffset	s:9Traversio27SSHSFTPResumeDownloadResultV14startingOffsets6UInt64Vvp	let startingOffset: UInt64
swift.property	SSHSFTPResumeDownloadResult.totalBytes	s:9Traversio27SSHSFTPResumeDownloadResultV10totalBytess6UInt64Vvp	let totalBytes: UInt64
swift.enum	SSHSFTPResumeError	s:9Traversio18SSHSFTPResumeErrorO	enum SSHSFTPResumeError
swift.enum.case	SSHSFTPResumeError.remoteFileIsLargerThanLocalData(path:remoteSize:localSize:)	s:9Traversio18SSHSFTPResumeErrorO31remoteFileIsLargerThanLocalDatayACSS_s6UInt64VAFtcACmF	case remoteFileIsLargerThanLocalData(path: String, remoteSize: UInt64, localSize: UInt64)
swift.enum.case	SSHSFTPResumeError.remoteFileIsSmallerThanLocalData(path:remoteSize:localSize:)	s:9Traversio18SSHSFTPResumeErrorO32remoteFileIsSmallerThanLocalDatayACSS_s6UInt64VAFtcACmF	case remoteFileIsSmallerThanLocalData(path: String, remoteSize: UInt64, localSize: UInt64)
swift.enum.case	SSHSFTPResumeError.remoteFileSizeUnavailable(path:)	s:9Traversio18SSHSFTPResumeErrorO25remoteFileSizeUnavailableyACSS_tcACmF	case remoteFileSizeUnavailable(path: String)
swift.struct	SSHSFTPResumeUploadResult	s:9Traversio25SSHSFTPResumeUploadResultV	struct SSHSFTPResumeUploadResult
swift.property	SSHSFTPResumeUploadResult.bytesUploaded	s:9Traversio25SSHSFTPResumeUploadResultV13bytesUploadeds6UInt64Vvp	let bytesUploaded: UInt64
